% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
17 +7.993498936e+01 +7.993498936e+01 +1.079934989e+03 +1.079934989e+03 -2.5840e+00 -2.9383e+00 +1.2278e+00 -4.6860e+00 -1.4631e+00 -3.7559e+00 +7.6689e-01 +2.3326e+00 -3.2040e-01 -3.7460e+00 -8.4363e-01 -2.9559e+00 -4.8956e-01 +9.2535e-01 -1.5153e-01 +2.6832e+00 +1.4523e+00 +1.6666e+00 -9.1124e-01 +4.3190e+00
44 +5.212282690e+01 +5.212282690e+01 +1.052122827e+03 +1.052122827e+03 -1.5939e+00 -4.1335e+00 +7.0507e-01 -2.2706e+00 -1.5626e+00 -2.0018e-01 +1.1495e+00 -1.3637e+00 +1.1785e+00 -1.0873e-01 -9.0974e-01 -2.1782e+00 -1.0564e+00 -4.4772e-02 -2.8498e+00 -3.7355e+00 -9.3617e-01 +1.4599e+00 -2.5812e+00 -7.3202e-01
84 +3.475697310e+01 +3.475697310e+01 +1.034756973e+03 +1.034756973e+03 -1.7992e+00 -3.1159e+00 +1.2811e+00 -3.2919e+00 -2.3477e+00 +1.4295e-02 +9.5844e-01 +2.6606e-01 +1.7091e+00 -4.0713e+00 +6.8511e-02 -7.0269e-01 -7.3016e-01 -2.0587e-01 -1.2694e-01 -2.5413e+00 +2.7039e+00 +1.8925e-01 +1.1788e-01 +2.1864e+00
185 +2.405297450e+01 +2.405297450e+01 +1.024052975e+03 +1.024052975e+03 -1.5279e+00 -3.0065e+00 +3.4378e-01 -3.1035e+00 -2.1595e+00 -3.8173e-01 +9.9932e-01 +5.7481e-01 +1.1001e+00 -2.9721e+00 +7.8256e-02 -1.2622e+00 -7.2425e-01 +6.3318e-01 +6.2259e-01 -1.0609e+00 +2.6446e+00 +2.2102e-01 -1.6112e-02 -1.2910e+00
% function evaluation | noise-free fitness - Fopt (3.972000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.284048612e+01 +8.284048612e+01 +1.225604861e+02 +1.225604861e+02 -1.1168e+00 -4.1510e+00 +4.4284e+00 -6.8865e-01 +3.1511e+00 +2.6148e+00 +3.9607e+00 +1.8041e+00 +1.2387e+00 +3.5033e+00 -9.6515e-01 -5.9268e-01 +2.0236e+00 -3.4908e+00 +3.8087e+00 +4.3605e+00 +3.6537e+00 -7.7056e-01 +4.8511e+00 -5.9654e-01
3 +3.933006671e+01 +3.933006671e+01 +7.905006671e+01 +7.905006671e+01 -1.2093e+00 -1.6815e+00 -1.5270e+00 -1.7395e+00 -1.4945e+00 -2.1212e+00 +1.0870e+00 -4.0584e-01 +2.0514e+00 +1.2055e+00 -1.7371e+00 -2.6969e+00 -5.1358e-01 +3.9268e+00 +1.7624e+00 -2.2356e+00 -4.5469e+00 -3.1633e+00 +3.9724e+00 -1.5212e+00
129 +2.035980394e+01 +2.035980394e+01 +6.007980394e+01 +6.007980394e+01 +7.3321e-01 -1.2203e+00 +8.9538e-01 -1.3873e+00 -1.9101e+00 -1.5168e+00 +4.9854e-01 -7.9343e-01 -5.0523e-01 +3.2112e+00 +1.4871e+00 -1.9447e+00 -5.5149e-01 +2.8992e+00 -1.2383e+00 -2.3916e+00 -1.0212e+00 -1.3213e+00 +2.9869e+00 -2.6654e+00
657 +1.560058608e+01 +1.560058608e+01 +5.532058608e+01 +5.532058608e+01 +3.1835e-01 -9.2351e-01 +9.0686e-01 -1.3294e+00 -1.5857e+00 -1.5322e+00 +4.1529e-01 -9.1849e-01 -3.4607e-01 +2.9230e+00 +1.1637e+00 -1.1666e+00 -6.1574e-01 +2.8695e+00 -4.5730e-01 -2.3391e+00 -1.0640e+00 -1.3192e+00 +2.9024e+00 -2.0562e+00
% function evaluation | noise-free fitness - Fopt (-1.213300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.343946683e+01 +9.343946683e+01 -2.789053317e+01 -2.789053317e+01 -1.5566e+00 +7.3226e-01 -3.4728e-01 +2.3759e+00 +3.4776e+00 +2.5039e+00 +4.3666e+00 -1.7245e+00 -2.1100e+00 +1.2394e+00 -2.6478e+00 +2.7484e+00 -3.4655e+00 -2.9262e+00 +4.2983e+00 +1.5304e+00 +7.7228e-01 +6.0641e-01 +2.3730e-01 +1.3662e+00
32 +6.115450486e+01 +6.115450486e+01 -6.017549514e+01 -6.017549514e+01 -1.0478e+00 +7.5984e-01 -3.5537e+00 +4.5957e+00 -2.9511e+00 -4.8659e+00 -1.8940e+00 +3.3159e+00 +3.1803e+00 +2.1909e+00 +4.5653e+00 +2.6646e+00 +3.8899e+00 +4.5209e+00 +3.2430e+00 +1.3046e+00 +2.8115e-01 -7.4304e-01 -5.3273e-01 -9.7636e-01
53 +3.964075067e+01 +3.964075067e+01 -8.168924933e+01 -8.168924933e+01 +2.9363e+00 -2.0041e+00 -2.1021e+00 +1.7528e+00 +2.5618e+00 +2.3026e+00 +7.9829e-01 +2.1165e-01 +3.2693e+00 -2.4156e+00 -1.4368e+00 -4.9396e-01 -1.6137e+00 +1.5465e+00 +6.0984e-01 -2.1510e+00 -2.2793e+00 +7.6198e-01 +2.5609e+00 +9.3756e-01
232 +2.483975888e+01 +2.483975888e+01 -9.649024112e+01 -9.649024112e+01 +8.0796e-01 -4.8759e-01 -2.7835e+00 +9.3891e-01 +8.7702e-01 +1.7631e+00 +3.0004e+00 -9.6723e-01 +7.5295e-01 -3.5932e-01 +1.8303e+00 +1.6918e-01 -5.3573e-01 +1.3053e+00 +1.1090e-02 +1.2871e-01 -2.1756e+00 +6.7008e-01 +5.1271e-01 +1.5438e+00
451 +1.570802707e+01 +1.570802707e+01 -1.056219729e+02 -1.056219729e+02 +1.0121e+00 -6.1504e-01 -2.7180e+00 +9.1918e-01 +8.8120e-01 +1.8230e+00 +2.6392e+00 -8.5944e-01 +7.3940e-01 -3.7733e-01 +1.3840e+00 +3.6214e-02 -6.0410e-01 +8.1666e-01 +1.5595e-02 +1.8246e-03 -2.2173e+00 +6.9363e-01 +4.2014e-01 +1.6604e+00
